url,name,MaSanPham,author,NXB,NgayPhatHanh,kichthuoc,sotrang,gioithieu,giatien
http://nhanam.com.vn/sach/42736/chuyen-xom-ga---chim-dodo-be-bong-o-xom-ga,Chuyện xóm gà – Chim dodo bé bỏng ở xóm gà,8935235237650,Christian Jolibois-Christian Heinrich,Hà Nội,Ngày phát hành: 13-04-2023,Kích thước: 14.5x19 cm,Số trang: 48,"Một bà chim lạ vừa từ những hòn đảo xa xôi đến xin tị nạn ở xóm gà. Cháu trai bà, một chú chim sơ sinh bé bỏng, đang phải đối mặt với một nguy hiểm trầm trọng. Chỉ phép mầu mới có thể cứu được chú. Carmen, Carmélito và Bélino, vốn tốt bụng và hào hiệp như thường lệ, sẽ lại lên đường tìm kiếm người duy nhất có thể thực hiện điều kỳ diệu này…",58.000đ
http://nhanam.com.vn/sach/44710/tu-tin-khien-minh-cang-xuat-sac---nhung-cau-c,Tự tin khiến mình càng xuất sắc - Những câu chuyện để trưởng thành,8935235238008,Đào Xuân Ni,Dân Trí,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 154," xoáy vào từng khía cạnh nhỏ giúp xây đắp lòng tự tin: cần cù, cải thiện không ngừng, giữ niềm tin vào mình, luyện lòng bao dung, không xem nhẹ bản thân, kiên trì tiến bước… Mỗi câu chuyện là một bài học nhỏ có mô tả nhân vật sinh động, giúp bạn đọc hiểu trực quan và dễ vận dụng cho bản thân mình. 30 câu chuyện về sự tự tin này là nguồn suốt mát lành vun đắp cho những bạn đọc trẻ ngẩng cao đầu yêu thương chính mình.",65.000đ
http://nhanam.com.vn/sach/44709/minh-tu-chiu-trach-nhiem---nhung-cau-chuyen-d,Mình tự chịu trách nhiệm - Những câu chuyện để trưởng thành,8935235237995,Đào Xuân Ni,Dân Trí,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 154," gồm gần 30 câu chuyện sinh động về cuộc sống và tinh thần trách nhiệm. Biết gánh vác, chia sẻ, thể hiện yêu thương, vun đắp ước mơ, bỏ qua định kiến, khoan dung, vượt qua thất bại… là những bước nhỏ giúp bạn đọc có trách nhiệm với cuộc đời. Chịu trách nhiệm sẽ giúp mỗi người khỏe mạnh hơn, vững vàng hơn, đủ đầy hơn trong cuộc sống, và hỗ trợ được mọi người xung quanh.",65.000đ
http://nhanam.com.vn/sach/44708/cham-chi-hoc-thanh-tai---nhung-cau-chuyen-de,Chăm chỉ học thành tài - Những câu chuyện để trưởng thành,8935235237988,Đào Xuân Ni,Dân Trí,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 154," đào sâu vào các khía cạnh của việc học, làm thế nào vun đắp những kỹ năng tốt hữu ích cho học hành và cả cuộc sống sau này. Sách giới thiệu 30 bài học rõ nét từ những người giỏi giang vươn lên khỏi khó khăn, vững bước trên con đường học hỏi suốt đời, không giới hạn trong học văn, toán, kiến thức mà còn bao gồm đọc sách, học nhạc, học thể thao, học cách vượt lên số phận… “Học, học nữa, học mãi” cũng là một hạnh phúc.",65.000đ
http://nhanam.com.vn/sach/44706/say-me-dan-dat-minh-khon-lon---nhung-cau-chuy,Say mê dẫn dắt mình khôn lớn - Những câu chuyện để trưởng thành,8935235237964,Đào Xuân Ni,Dân Trí,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 154,"Say mê dẫn dắt mình khôn lớn là 30 bài học về những hoàn cảnh khó khăn đi lên bằng say mê, như ngôi sao Leonardo DiCaprio, kỳ tài điện ảnh Quentin Tarantino, ngôi sao bóng rổ Dirk Nowitzki, thiên tài ngôn ngữ mù Alexia Sloane, CEO Chrysler, nhà soạn nhạc Sebatian Bach… Trước khi chạm đến thành công, họ đã đi qua nhiều gian khó bằng chính say mê và nội lực sâu sắc. Những nguồn năng lượng tích cực ấy giúp bạn đọc có thêm niềm tin và mạnh mẽ tiến bước.",65.000đ
http://nhanam.com.vn/sach/44707/suc-manh-cua-nhung-tam-guong---nhung-cau-chuy,Sức mạnh của những tấm gương - Những câu chuyện để trưởng thành,8935235237971,Đào Xuân Ni,Dân Trí,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 154," gồm 30 câu chuyện truyền cảm hứng vươn lên cho mỗi độc giả nhỏ. Người tạo dựng nên đế chế đồ jean, nhà khoa học nghèo chạm đến cánh cửa Viện Hàn lâm Khoa học Hoàng gia Anh, “chú lính chì” cụt chân vẫn chơi bóng, cậu bé kém cỏi vươn lên dẫn đầu lớp… là những tấm gương sống động, bằng xương bằng thịt, truyền tải sức mạnh phấn chấn cho độc giả. Được tiếp thêm động lực, mỗi người đều có thể trở thành “anh hùng” cho chính cuộc đời mình.",65.000đ
http://nhanam.com.vn/sach/44700/ong-thoi-hoac---bestseller-hai-huoc-so-mot-nu,Ông Thối Hoắc - Bestseller hài hước SỐ MỘT nước Anh của David Walliams,8935235237919,David Walliams,Hội nhà văn,Ngày phát hành: 31-05-2023,Kích thước: 14 x 20.5cm,Số trang: 195,“Ông Thối Hoắc hôi rình. Thối hoắc thối hoăng. Nếu trong từ điển còn từ nào thối hơn để diễn tả thứ mùi của ông thì xin cứ việc dùng...”,106.000đ
http://nhanam.com.vn/sach/44712/cuon-sach-lon-ruc-ro-ve-bac-si,Cuốn sách lớn rực rỡ về bác sĩ,8935235237933,Liesbet Slegers,Hà Nội,Ngày phát hành: 05-06-2023,Kích thước: 25x26 cm,Số trang: 28,"Khi bị ốm mệt, em đừng lo lắng",58.000đ
http://nhanam.com.vn/sach/44714/cuon-sach-lon-ruc-ro-ve-linh-cuu-hoa,Cuốn sách lớn rực rỡ về lính cứu hỏa,8935235237940,Liesbet Slegers,Hà Nội,Ngày phát hành: 05-06-2023,Kích thước: 25x26 cm,Số trang: 28,"Nguy hiểm vô cùng, những đám cháy!",58.000đ
http://nhanam.com.vn/sach/46700/to-mac-gi-vay,Tớ mặc gì vậy,8935235238220,Loufane,Hà Nội,Ngày phát hành: 19-07-2023,Kích thước: 18.5cm x 18.5cm,Số trang: 14, ,62.000đ
http://nhanam.com.vn/sach/46699/duoi-ai-the-nay,Đuôi ai thế này,8935235238213,Anita Bijsterbosch,Hà Nội,Ngày phát hành: 19-07-2023,Kích thước: 18.5cm x 18.5cm,Số trang: 14,Đoán xem tớ là ai nào!,62.000đ
http://nhanam.com.vn/sach/46710/ong-gia-khottabych,Ông già Khottabych,8935235238381,Lazar Laghin,Hội nhà văn,Ngày phát hành: 31-07-2023,Kích thước: 15.5x24 cm,Số trang: 353, ,108.000đ
http://nhanam.com.vn/sach/39589/to-mau-phat-trien-nao-bo-cho-be-1-5-tuoi-tap,Tô màu phát triển não bộ cho bé 1-5 tuổi Tập 5,8935235235526,Phạm Ngọc Điệp minh họa,Dân Trí,Ngày phát hành: 09-09-2022,Kích thước: 18.5x26cm,Số trang: 20,SÁCH TÔ MÀU PHÁT TRIỂN NÃO BỘ ,16.000đ
http://nhanam.com.vn/sach/46716/gau-koda---cai-mui-den,Gấu Koda - Cái mũi đen,8935235238541,Lee Rury & Emanuele Bertossi,Hội nhà văn,Ngày phát hành: 07-08-2023,Kích thước: 20.5x23.5 cm,Số trang: 38,"Ở ngôi làng Bắc Cực có hai mẹ con gấu Koda sống bên nhau yên bình, hạnh phúc. Cho tới một ngày kia, tên thợ săn Vova tới và truy đuổi hai mẹ con...Câu chuyện dịu dàng, cảm động kể về tình cảm mẹ con, sự hi sinh và tha thứ sẽ đem tới nhiều cảm xúc và suy nghĩ cho các độc giả nhỏ tuổi.",65.000đ
http://nhanam.com.vn/sach/39701/hoi-dap-cung-em---bong-da,Hỏi đáp cùng em! - Bóng đá!,8935235236141,Valentin Verthé,Thế Giới,Ngày phát hành: 23-12-2022,Kích thước: 14x20.5 cm,Số trang: 112,"Một cuốn sách giải đáp hơn 200 câu hỏi về những cầu thủ, đội bóng nổi tiếng cùng những giải bóng đá và kỷ lục hấp dẫn nhất.",229.000đ
http://nhanam.com.vn/sach/42708/con-nuoi-mot-em-meo-duoc-khong---can-i-have-a,Con nuôi một em mèo được không? - Can I have a little cat? (Sách song ngữ Anh - Việt),8935235237148,Céline Claire,Dân Trí,Ngày phát hành: 27-03-2023,Kích thước: 22x26 cm,Số trang: 30,Nuôi một em mèo trong nhà chẳng phải rất tuyệt sao?,65.000đ
http://nhanam.com.vn/sach/39705/hoi-dap-cung-em---lam-the-nao-de-bao-ve-thien,Hỏi đáp cùng em! - Làm thế nào để bảo vệ thiên nhiên?,8935235236158,Sophie De Mullenheim,Thế Giới,Ngày phát hành: 12-01-2023,Kích thước: 14x20.5 cm,Số trang: 112,Một cuốn sách giải đáp hơn 200 câu hỏi về những nguồn tài nguyên đáng kinh ngạc của hành tinh chúng ta cùng những hành động tuy nhỏ nhưng có ích để bảo vệ chúng.,229.000đ
http://nhanam.com.vn/sach/42707/nu-hon-dau-tien---the-very-first-kiss,Nụ hôn đầu tiên - The very first kiss,8935235237056,Guido Van Genechten,Dân Trí,Ngày phát hành: 27-03-2023,Kích thước: 25x26 cm,Số trang: 30,"Một nụ hôn sẽ làm tim cậu đập nhanh hơn, bụng cậu như có bướm bay rộn ràng, lòng cậu ấm áp và cả người cứ râm ran. Một nụ hôn sẽ khiến chân cậu bủn rủn và làm cậu cảm thấy bồng bềnh như đang bay.",65.000đ
http://nhanam.com.vn/sach/38458/be-trai-di-toilet---ehon-ky-nang-song,Bé trai đi toilet - Ehon kỹ năng sống ,8935235232778,Jinco,Hà Nội,Ngày phát hành: 04-04-2022,Kích thước: 14 x 14 cm,Số trang: 20,Cuốn sách vui nhộn này,59.000đ
http://nhanam.com.vn/sach/38464/be-yeu-ngoan-ngoan-gioi-giang---cam-on-xin-lo,"Bé yêu ngoan ngoãn giỏi giang – Cảm ơn, xin lỗi",8935235233393,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 24x17 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38459/be-gai-di-toilet---ehon-ky-nang-song,Bé gái đi toilet - Ehon kỹ năng sống ,8935235232785,Jinco,Hà Nội,Ngày phát hành: 04-04-2022,Kích thước: 14 x 14 cm,Số trang: 20,Cuốn sách đáng yêu này,59.000đ
http://nhanam.com.vn/sach/38470/sinh-vat-hoc-ky-thu---nhung-cu-dan-ti-hon-cua,"Sinh vật học kỳ thú - Những cư dân tí hon của rừng Việt Nam – Bướm, Chuồn chuồn và những người bạn khác",8935235233485,Ira Semenyuk,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 20.5x28.5 cm,Số trang: 122,,145.000đ
http://nhanam.com.vn/sach/38463/be-yeu-ngoan-ngoan-gioi-giang---minh-tu-ngu-n,Bé yêu ngoan ngoãn giỏi giang – Mình tự ngủ ngoan,8935235233386,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 17x24 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38471/sinh-vat-hoc-ky-thu---nhung-cu-dan-ti-hon-cua,"Sinh vật học kỳ thú - Những cư dân tí hon của rừng Việt Nam - Bọ Cánh Cứng, Nhện và những người bạn khác",8935235233492,Ira Semenyuk,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 20.5x28.5 cm,Số trang: 144,,165.000đ
http://nhanam.com.vn/sach/38469/be-yeu-ngoan-ngoan-gioi-giang---trong-cay-gay,Bé yêu ngoan ngoãn giỏi giang – Trồng cây gây rừng,8935235233447,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 24x17 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38468/be-yeu-ngoan-ngoan-gioi-giang---hoc-cach-se-c,Bé yêu ngoan ngoãn giỏi giang – Học cách sẻ chia,8935235233430,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 24x17 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38467/be-yeu-ngoan-ngoan-gioi-giang---cung-an-sinh,Bé yêu ngoan ngoãn giỏi giang – Cùng ăn sinh nhật,8935235233423,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 24x17 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38461/me-cung-thu-vien,Mê cung Thư viện,8935235233089,Sei Toaza,Hà Nội,Ngày phát hành: 12-04-2022,Kích thước: 13x18 cm,Số trang: 518,"Năm năm trước, cha của Okutsuki Soushi, pháp sư vĩ đại của Thành phố Thư viện Alexandria, đã bị giết hại dã man trong mê cung ngay trước mắt con trai mình. Sau sự kiện này, Soushi đã bị sang chấn tâm lý, mất đi ký ức và khả năng sử dụng phép thuật. Năm năm sau, ngay trong ngày đầu tiên trở lại Alexandria, cậu đã gặp “High Daylight Walker” Arteria và bị cô ta biến thành ma cà rồng. Kể từ đó, cậu cùng Arteria dấn thân vào Mê cung Thư viện hòng tìm ra kẻ thù đang lẩn trốn, để có thể thoát khỏi nỗi khổ tâm giày vò suốt năm năm, cũng là để hoàn thành ước mơ của mình. Hãy nhớ lấy điều này: bạn phải tìm ra kẻ thù giết cha đang lẩn trốn trong bóng đen của chấn thương tâm lý. Bạn phải lấy lại phép thuật đã mất, phải giành lại danh dự đã bị đánh cắp. Bạn phải làm tất cả những điều đó cùng Arteria, Chân tổ Ma cà rồng. Tác phẩm đầu tay của Sei Toaza, cũng là tác phẩm tiêu biểu đã lọt vào vòng ba giải thưởng dành cho tác giả Light Novel mới lần thứ 10 do MF Bunko J tổ chức.",168.000đ
http://nhanam.com.vn/sach/38466/be-yeu-ngoan-ngoan-gioi-giang---cham-me-om-me,Bé yêu ngoan ngoãn giỏi giang – Chăm mẹ ốm mệt,8935235233416,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 17x24 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/38465/be-yeu-ngoan-ngoan-gioi-giang---ve-sinh-co-th,Bé yêu ngoan ngoãn giỏi giang – Vệ sinh cơ thể,8935235233409,Studio Afra,Dân Trí,Ngày phát hành: 12-04-2022,Kích thước: 24x17 cm,Số trang: 28,,38.000đ
http://nhanam.com.vn/sach/39501/bo-da-tung-xa-con,Bố đã từng xa con,8935235234543,Chandra Ghosh Ippen,Dân Trí,Ngày phát hành: 11-07-2022,Kích thước: 20x20 cm,Số trang: 32,,55.000đ
http://nhanam.com.vn/sach/10548/ngay-xua-cua-con,Ngày xưa của con,8935235217164,Huỳnh Mai Liên,Hội nhà văn,Ngày phát hành: 26-04-2022,Kích thước: 15x21cm,Số trang: 92,"“...Ngày xưa của con giống như một cuốn nhật kí bằng thơ; ghi chép vội vã những câu nói ngây thơ của con , trong nhà, dọc đường đi, những cuộc đối thoại của mẹ- con bên vai nhau, kề má nhau, rủ rỉ suốt ngày không chán và mãi vẫn ngạc nhiên. Đôi từ còn chưa chau truốt nhưng trong sáng ngây thơ như rót mật vào tim. Bất cứ bộ đôi mẹ - con nào cũng có thể cùng nhau đọc lên những bài thơ đó như chuyện tình yêu của mình. Những hình ảnh rung động tận trái tim: “Mẹ nâng thật khẽ Bàn tay trắng xinh Đặt trong tay mình Như bông hoa nhỏ”",68.000đ
http://nhanam.com.vn/sach/39590/to-mau-phat-trien-nao-bo-cho-be-1-5-tuoi-tap,Tô màu phát triển não bộ cho bé 1-5 tuổi Tập 6,8935235235533,Phạm Ngọc Điệp minh họa,Dân Trí,Ngày phát hành: 09-09-2022,Kích thước: 18.5x26cm,Số trang: 18,SÁCH TÔ MÀU PHÁT TRIỂN NÃO BỘ ,16.000đ
http://nhanam.com.vn/sach/38453/never-get-bored---ti-ta-ti-toay,NEVER GET BORED - TÍ TA TÍ TOÁY,8935235233300,Nhiều tác giả,Thế Giới,Ngày phát hành: 25-03-2022,Kích thước: 19x24cm,Số trang: 128,"Liều ""vitamin vui vẻ"" dành cho bạn nhỏ tiểu học và bất cứ ai đam mê tí toáy 2 cuốn sách rực rỡ này tập hợp hơn 200 trò chơi sáng tạo chẳng tốn đồng nào từ những vật dụng em có thể tìm thấy ngay trong nhà hoặc ngoài thiên nhiên. Giải mật mã, chơi rối bóng, ngâm cứu sao, chụp ảnh bầu trời, làm tranh từ lá rơi, xây khách sạn bọ,… những trò vui hấp dẫn vừa kích thích óc sáng tạo, vừa giúp em xua tan mọi buồn chán. Sách cũng bày nhiều tuyệt chiêu sáng tạo nghệ thuật ngoài trời để em thêm gần gũi với thiên nhiên và các mẹo tái sử dụng đồ vật để em bảo vệ môi trường bằng những hành động thiết thực!",155.000đ
